,time,channel,x,y,area
0,0,0,7.352713178294573,792.8372093023256,258
1,0,0,14.46808510638298,730.6196808510638,376
2,0,0,27.62380038387716,800.2725527831094,521
3,0,0,39.515723270440255,1265.433962264151,477
4,0,0,41.43529411764706,1855.4529411764706,340
5,0,0,61.35897435897436,1828.2051282051282,78
6,0,0,75.87022900763358,676.8702290076336,131
7,0,0,76.04511278195488,2067.003759398496,266
8,0,0,105.43302180685359,1898.436137071651,321
9,0,0,124.1867881548975,1302.489749430524,439
10,0,0,140.62051282051283,2245.8410256410257,195
11,0,0,149.16791979949875,1967.4035087719299,399
12,0,0,156.58979591836734,2009.0816326530612,490
13,0,0,162.68208092485548,2217.6127167630057,173
14,0,0,180.44827586206895,1543.0344827586207,87
15,0,0,209.05882352941177,2087.997198879552,357
16,0,0,246.57118353344768,1027.1680960548886,583
17,0,0,344.12389380530976,2155.8451327433627,226
18,0,0,345.6743515850144,2093.230547550432,347
19,0,0,359.94059405940595,2147.861386138614,505
20,0,0,471.65714285714284,1091.7506493506494,385
21,0,0,524.4813953488372,1102.8697674418604,430
22,0,0,538.2446808510638,1428.1489361702127,94
23,0,0,553.3978494623656,622.1424731182796,372
24,0,0,609.6590909090909,2348.117424242424,264
25,0,0,697.7203389830509,385.6864406779661,354
26,0,0,699.7899159663865,356.11764705882354,238
27,0,0,717.46,380.77,200
28,0,0,732.1241610738255,380.33892617449663,298
29,0,0,731.7313019390582,1536.764542936288,361
30,0,0,768.5711678832117,1523.9981751824816,548
31,0,0,777.9191919191919,2351.5656565656564,99
32,0,0,780.3193277310925,1566.7226890756303,476
33,0,0,794.3648648648649,320.37297297297295,370
34,0,0,801.8057971014492,352.78840579710146,345
35,0,0,802.7924528301887,1440.2264150943397,371
36,0,0,804.5735930735931,1504.8484848484848,462
37,0,0,829.1060606060606,322.82007575757575,528
38,0,0,833.6474820143885,1047.6187050359713,139
39,0,0,841.4527687296417,1066.4169381107492,307
40,0,0,844.4053398058253,1011.2111650485436,412
41,0,0,846.235142118863,368.7622739018088,387
42,0,0,863.4671916010499,391.755905511811,381
43,0,0,868.8412698412699,1059.1190476190477,126
44,0,0,871.9348534201954,717.9706840390879,307
45,0,0,871.3562945368171,982.2042755344418,421
46,0,0,876.985347985348,879.4578754578755,273
47,0,0,888.1718061674009,1814.1938325991189,227
48,0,0,899.0265486725664,1027.141592920354,452
49,0,0,911.066091954023,1065.778735632184,348
50,0,0,909.90234375,300.640625,256
51,0,0,913.3526570048309,981.903381642512,207
52,0,0,922.7007299270073,746.2992700729927,411
53,0,0,924.8255813953489,58.48837209302326,516
54,0,0,927.8914027149322,972.4615384615385,221
55,0,0,933.0906976744186,910.6325581395349,430
56,0,0,938.1206030150754,1793.6231155778894,199
57,0,0,939.6063218390805,258.4683908045977,348
58,0,0,941.8770226537217,718.5922330097087,309
59,0,0,953.1129032258065,283.2327188940092,434
60,0,0,972.1881188118812,256.042904290429,303
61,0,0,974.7369791666666,1235.34375,384
62,0,0,979.103825136612,766.5355191256831,366
63,0,0,979.7165217391305,150.54260869565218,575
64,0,0,987.7289293849658,222.99316628701595,439
65,0,0,989.8941398865785,276.07561436672967,529
66,0,0,990.427927927928,958.7815315315315,444
67,0,0,1005.1831395348837,1271.1511627906978,344
68,0,0,1058.9601139601139,1222.051282051282,351
69,0,0,1060.0666666666666,1287.3916666666667,360
70,0,0,1085.4244897959184,1296.2448979591836,245
71,0,0,1111.54375,1339.415625,320
72,0,0,1113.100890207715,1311.4955489614242,337
73,0,0,1128.8450704225352,2134.1971830985917,71
74,0,0,1132.889298892989,1305.4132841328412,271
75,0,0,1156.1944444444443,1456.1157407407406,432
76,0,0,1182.0075187969924,1008.4786967418546,399
77,0,0,1235.842105263158,1461.2562929061785,437
78,0,0,1260.7272727272727,1476.5227272727273,396
79,0,0,1275.562962962963,468.4320987654321,405
80,0,0,1305.2854209445586,488.2956878850103,487
81,0,0,1319.195205479452,1368.1917808219177,292
82,0,0,1326.0772727272727,447.5386363636364,440
83,0,0,1363.2613908872902,1634.7745803357313,417
84,0,0,1367.6818181818182,466.66477272727275,352
85,0,0,1370.2252252252251,417.18918918918916,555
86,0,0,1406.7688311688312,523.6363636363636,385
87,0,0,1419.5253731343284,1047.5850746268657,335
88,0,0,1421.8173076923076,1238.3557692307693,312
89,0,0,1448.1919504643963,506.39009287925694,323
90,0,0,1459.1214470284237,528.6692506459948,387
91,0,0,1476.5652173913043,2005.0869565217392,23
92,0,0,1507.2271386430677,514.1474926253687,339
93,0,0,1518.2719298245613,1486.6812865497077,342
94,0,0,1527.5672514619882,575.3801169590644,171
95,0,0,1543.3550488599349,1572.5374592833875,307
96,0,0,1546.0882352941176,546.3921568627451,306
97,0,0,1553.1007462686566,561.7537313432836,268
98,0,0,1555.2657342657342,583.8251748251748,143
99,0,0,1580.2979515828679,240.98882681564245,537
100,0,0,1605.2190476190476,1626.4888888888888,315
101,0,0,1606.2873345935727,647.0037807183364,529
102,0,0,1637.7765667574931,1503.2752043596731,367
103,0,0,1641.3755980861245,584.921052631579,418
104,0,0,1652.6102362204724,543.5433070866142,508
105,0,0,1662.070351758794,1550.1633165829146,398
106,0,0,1672.3496503496503,63.04895104895105,143
107,0,0,1677.0743801652893,1528.603305785124,121
108,0,0,1689.3805309734514,1568.3923303834808,339
109,0,0,1691.3333333333333,1549.4615384615386,312
110,0,0,1692.976,1514.288,375
111,0,0,1742.6958525345622,128.52073732718895,651
112,0,0,1762.6147757255937,13.781002638522427,379
113,0,0,1764.23745819398,66.05016722408027,299
114,0,0,1767.0418719211823,1196.1600985221676,406
115,0,0,1772.6,151.29180327868852,305
116,0,0,1784.8693333333333,40.333333333333336,375
117,0,0,1789.9173553719008,510.0413223140496,484
118,0,0,1797.9957894736842,76.4,475
119,0,0,1881.010101010101,1194.7575757575758,99
120,0,0,1923.6978417266187,1571.863309352518,278
121,0,0,1927.4724137931034,1544.3103448275863,290
122,0,0,1942.9510204081632,1559.4326530612245,245
123,0,0,2022.874418604651,1721.453488372093,430
124,0,0,2089.6811926605506,1761.6422018348624,436
125,0,0,2147.163763066202,803.9442508710802,287
126,0,0,2166.3839541547277,1650.2177650429799,349
127,0,0,2174.5847953216376,745.3216374269006,342
128,0,0,2187.8373493975905,657.7198795180723,332
129,0,0,2199.6213151927436,758.6666666666666,441
130,0,0,2213.3485714285716,720.3485714285714,350
131,0,0,2239.1666666666665,695.8095238095239,336
132,0,0,2272.123348017621,204.9977973568282,454
133,0,0,2296.3547671840356,143.71618625277162,451
134,0,0,2303.0163265306123,225.29795918367347,490
135,0,1,3.2933333333333334,893.52,75
136,0,1,13.170403587443946,1882.2556053811659,223
137,0,1,18.74642857142857,1448.7285714285715,280
138,0,1,42.661764705882355,703.0955882352941,136
139,0,1,63.82620320855615,2335.0989304812833,374
140,0,1,91.03614457831326,678.3373493975904,83
141,0,1,272.4659685863874,1537.2251308900525,191
142,0,1,297.1641791044776,1539.8955223880596,67
143,0,1,366.988416988417,1620.7490347490348,259
144,0,1,437.177304964539,1040.9184397163122,282
145,0,1,506.94076655052265,2289.390243902439,287
146,0,1,528.6977491961414,2271.659163987138,311
147,0,1,535.2244897959183,1033.8204081632653,245
148,0,1,575.3261538461538,2233.1384615384613,325
149,0,1,605.6384364820847,2163.9478827361563,307
150,0,1,641.1182795698925,2.806451612903226,93
151,0,1,697.7386018237082,1544.273556231003,329
152,0,1,697.3028571428572,56.32,350
153,0,1,706.7446043165468,1525.179856115108,278
154,0,1,717.0524017467249,332.94323144104806,229
155,0,1,725.6064981949459,302.35018050541515,277
156,0,1,726.943661971831,258.9530516431925,213
157,0,1,751.2992125984252,381.0196850393701,254
158,0,1,806.5625,367.4166666666667,48
159,0,1,832.8235294117648,1870.8235294117646,51
160,0,1,1080.0705009276437,1261.4100185528757,539
161,0,1,1157.4769230769232,737.2384615384616,130
162,0,1,1298.875,957.1666666666666,72
163,0,1,1417.2861736334405,474.30546623794214,311
164,0,1,1501.2713864306784,1677.7728613569323,339
165,0,1,1640.1190476190477,797.0079365079365,126
166,0,1,1678.2297297297298,1756.8108108108108,148
167,0,1,1712.8835616438357,1529.835616438356,292
168,0,1,1785.7894736842106,840.2456140350877,57
169,0,1,1822.5209580838323,1736.8802395209582,167
170,0,1,1902.9969418960245,1782.348623853211,327
171,0,1,1915.5555555555557,1803.3703703703704,162
172,0,1,1932.1855670103093,1798.639175257732,97
173,0,1,1960.1875,1794.909090909091,176
174,0,1,1984.7269938650306,1788.8067484662577,326
175,0,1,2146.903147699758,1071.3728813559321,413
176,0,1,2155.4396284829722,1367.1455108359132,323
177,0,1,2174.714285714286,1684.0448979591836,245
178,0,1,2195.470760233918,57.333333333333336,342
179,0,1,2213.269340974212,1396.057306590258,349
180,0,1,2231.3653250773996,1378.8823529411766,323
181,0,1,2232.5250965250966,1994.3938223938223,259
182,0,1,2250.1639871382636,195.44694533762058,311
183,0,1,2268.516666666667,140.51666666666668,360
184,0,1,2280.2417218543046,115.76490066225166,302
185,0,1,2286.6548672566373,271.69321533923306,339
186,0,1,2304.162162162162,177.34234234234233,333
187,0,1,2318.895061728395,296.679012345679,324
188,0,1,2322.9185750636134,2128.735368956743,393
189,0,1,2330.248,283.664,250
190,1,0,3.0652173913043477,831.1594202898551,138
191,1,0,2.380434782608696,1861.141304347826,92
192,1,0,10.637393767705383,762.9178470254958,353
193,1,0,23.919327731092437,823.7310924369748,595
194,1,0,28.285340314136125,1117.7015706806283,382
195,1,0,49.235772357723576,709.5284552845528,123
196,1,0,93.89247311827957,2223.7849462365593,186
197,1,0,106.1625,1932.6025,400
198,1,0,114.3132530120482,1321.3212851405622,249
199,1,0,116.02139037433155,1295.668449197861,187
200,1,0,138.22591362126246,1999.9601328903655,301
201,1,0,142.5340909090909,1301.793181818182,440
202,1,0,144.9283950617284,1981.9234567901235,405
203,1,0,154.29577464788733,1961.6267605633802,426
204,1,0,198.56127450980392,2097.468137254902,408
205,1,0,239.05917159763314,1024.3431952662722,169
206,1,0,245.94196428571428,1061.799107142857,224
207,1,0,345.9109195402299,2100.7413793103447,348
208,1,0,365.3182608695652,2146.1652173913044,575
209,1,0,374.87601078167114,2173.1967654986524,371
210,1,0,397.4479166666667,1515.1041666666667,96
211,1,0,451.9974293059126,1114.586118251928,389
212,1,0,508.1290322580645,623.316715542522,341
213,1,0,506.9888888888889,1098.5055555555555,360
214,1,0,509.8421052631579,1034.2631578947369,19
215,1,0,520.6951566951567,1993.048433048433,351
216,1,0,532.843621399177,1831.6460905349795,243
217,1,0,536.4235294117647,1423.6470588235295,85
218,1,0,627.8962962962963,2350.8888888888887,135
219,1,0,707.3533333333334,348.73,300
220,1,0,710.6219178082192,376.8301369863014,365
221,1,0,713.8083067092651,2348.5750798722047,313
222,1,0,735.7394636015325,377.2260536398467,261
223,1,0,747.7037037037037,1524.7962962962963,324
224,1,0,750.4736842105264,352.64912280701753,342
225,1,0,774.1878698224853,1524.0295857988165,676
226,1,0,790.4156862745098,1565.8254901960784,510
227,1,0,793.8143176733781,1463.9395973154362,447
228,1,0,794.1935483870968,1499.9700460829492,434
229,1,0,804.8378378378378,325.0324324324324,370
230,1,0,817.1636828644502,342.37595907928386,391
231,1,0,828.9815789473685,1018.7,380
232,1,0,829.5992063492064,1002.4285714285714,252
233,1,0,843.016348773842,991.7275204359673,367
234,1,0,848.8602150537635,1058.3225806451612,279
235,1,0,851.1234866828087,372.39467312348665,413
236,1,0,852.6090651558073,1039.3371104815865,353
237,1,0,853.0512820512821,320.7124542124542,546
